timestamp,1ocoq.c.wam,1wyyg.wam,2tmay.wam,35kos.c.wam,3eer.wam,3xasq.wam,4nsqy.wam,5flre.wam,5j1xs.wam,5nwvc.wam,5smug.wam,5vzbc.wam,a54us.wam,acab.wam,acpru.wam,advobrovivek,afkow.c.wam,ai1wo.wam,amfr2.wam,anouckgabin1,bd2si.wam,bg5t.wam,bulwu.wam,byxxo.wam,chfaa.c.wam,cidba.wam,cnbws.wam,cryptokisiel,djmhc.wam,dkid2.wam,e3.f4.wam,enrb4.wam,f.kre.wam,f3ira.wam,fk5b2.wam,fxp2w.c.wam,goodjobomm12,goyrc.wam,h2rbi.wam,h4tb.wam,hcnxe.wam,hmiha.wam,hpy.y.c.wam,iapqw.wam,izngs.wam,jgyra.wam,juicymeloon3,jz12q.c.wam,k.pqy.wam,k1kaw.wam,kbcrc.wam,kijbk.wam,knifs.wam,krakenslappu,ldlr4.wam,m2txc.wam,mango1anchor,megrowax4212,merqy.wam,mfacc5432111,mijdw.wam,n5f4u.c.wam,neyau.wam,nrqk2.c.wam,o1lra.wam,o3rcy.wam,owfqy.wam,owlaq.wam,p34r.wam,pdzmitryblr1,pfbqw.wam,pgibw.wam,prvipisonja1,pyprg.wam,qhiay.wam,qm3r2.wam,rde12.c.wam,rhcqu.wam,rjvbg.wam,rlvfw.wam,rm2.k.wam,ss4uk.wam,sxyqy.wam,szkg2.wam,tevhtftdbnde,thefoxslayer,thimotheem23,tommyswallet,u1.xi.wam,vacationless,vbvb2.wam,vfvek.wam,vniis.wam,vr2ng.c.wam,waxpiratesgg,wdqbc.wam,wirawantegar,wvldu.wam,wzbvk.wam,xoehi.wam,xwfaw.wam,y2qbs.wam,yeqbo.wam,ysqhk.wam,yszbo.wam,zrpfc.wam,ztbba.wam,ztvtu.wam,zuqgg.wam,zwcgs.wam,isponline333,zzeba.wam,d4gyo.wam,sl3t4.wam,lair4.wam,4ytrs.wam,ssure.wam,q1w2e3r4t5y1,daemondusk12
2025-11-17 11:30:10,0.0043,1.0556,0.0087,1.8158,0.0174,1.3988,0.0174,0.0174,2.8931,0.013,0.391,0.2389,0.2172,0.0261,0.1086,0.152,3.8488,0.0217,0.0261,0.2476,1.3423,1.2163,0.0348,1.477,2.9192,0.53,0.1043,0.3171,0.2085,0.013,0.0956,0.0174,0.0304,0.0825,0.0391,0.0521,0.0304,1.3467,6.7246,4.04,0.0043,0.139,0.0565,0.013,1.212,0.1738,1.2685,1.2554,1.5378,0.0565,0.0217,0.0174,0.0174,1.3771,0.2867,1.1121,2.1503,0.0043,1.603,1.6464,0.0261,1.1295,7.0156,1.1295,0.0043,0.0478,1.2685,0.1173,0.6733,3.1755,4.1268,0.0087,0.013,0.1955,0.0652,1.2728,1.1816,0.0652,8.5752,0.0043,0.0608,0.1216,0.0087,1.2207,0.4865,1.5899,0.0174,0.0434,5.0825,0.2606,0.1216,0.0087,3.1017,2.6629,0.1173,1.3467,0.0652,0.0087,2.0026,0.0348,0.013,0.0087,3.1277,0.7124,0.0087,0.0043,0.0217,0.3606,0.0217,0.0999,0.0652,0.0043,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-11-17 11:45:13,0.0043,1.0565,0.0087,1.8142,0.0173,1.3985,0.0173,0.0173,2.8923,0.013,0.3897,0.2381,0.2208,0.026,0.1082,0.1515,3.8492,0.0216,0.026,0.2468,1.3422,1.2123,0.0346,1.4808,2.9183,0.5282,0.1039,0.3161,0.2078,0.013,0.0953,0.0173,0.0303,0.0823,0.039,0.052,0.0303,1.3466,6.7241,4.0397,0.0043,0.1386,0.0563,0.013,1.2123,0.1732,1.2686,1.2556,1.5414,0.0563,0.0216,0.0173,0.0173,1.3769,0.2901,1.1127,2.1476,0.0043,1.602,1.6453,0.026,1.1301,7.0142,1.1301,0.0043,0.0476,1.2686,0.1169,0.6711,3.178,4.1263,0.0087,0.013,0.1948,0.0649,1.2729,1.182,0.0649,8.5772,0.0043,0.0606,0.1256,0.0087,1.221,0.4849,1.589,0.0173,0.0433,5.0831,0.2598,0.1212,0.0087,3.1001,2.6628,0.1212,1.3466,0.0649,0.0087,2.0003,0.0346,0.013,0.0087,3.1261,0.7144,0.0087,0.0043,0.0216,0.3637,0.0216,0.1039,0.0649,0.0043,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-11-17 12:00:11,0.0043,1.0596,0.0087,1.8153,0.0174,1.3984,0.0174,0.0174,2.8923,0.013,0.3908,0.2389,0.2171,0.0261,0.1086,0.152,3.8477,0.0217,0.0261,0.2475,1.3419,1.216,0.0347,1.4765,2.9183,0.5298,0.1042,0.317,0.2085,0.013,0.0955,0.0174,0.0304,0.0825,0.0391,0.0521,0.0304,1.3462,6.7225,4.0387,0.0043,0.139,0.0565,0.013,1.2116,0.1737,1.2681,1.255,1.5417,0.0565,0.0217,0.0174,0.0174,1.3766,0.2866,1.1161,2.1497,0.0043,1.6025,1.6459,0.0261,1.1291,7.0135,1.1335,0.0043,0.0478,1.2681,0.1173,0.6731,3.1789,4.1256,0.0087,0.013,0.1954,0.0651,1.2724,1.1812,0.0651,8.5769,0.0043,0.0608,0.1259,0.0087,1.2203,0.4864,1.5894,0.0174,0.0434,5.081,0.2606,0.1216,0.0087,3.1007,2.6621,0.1173,1.3462,0.0651,0.0087,2.002,0.0347,0.013,0.0087,3.1268,0.7122,0.0087,0.0043,0.0217,0.3604,0.0217,0.0999,0.0651,0.0043,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-11-17 12:15:08,0.0043,1.0577,0.0087,1.8119,0.0173,1.3958,0.0173,0.0173,2.8912,0.013,0.3901,0.2384,0.2211,0.026,0.1084,0.1517,3.8492,0.0217,0.026,0.2471,1.3437,1.2137,0.0347,1.4781,2.9172,0.5288,0.104,0.3164,0.2081,0.013,0.0954,0.0173,0.0303,0.0824,0.039,0.052,0.0303,1.3481,6.723,4.0399,0.0043,0.1387,0.0564,0.013,1.2137,0.1734,1.27,1.2527,1.5388,0.0564,0.0217,0.0173,0.0173,1.3784,0.2904,1.114,2.15,0.0043,1.6038,1.6428,0.026,1.1313,7.0134,1.1313,0.0043,0.0477,1.2657,0.117,0.6719,3.1773,4.1266,0.0087,0.013,0.1951,0.065,1.2744,1.1834,0.065,8.5782,0.0043,0.0607,0.1257,0.0087,1.2224,0.4855,1.5865,0.0173,0.0433,5.0845,0.2601,0.1214,0.0087,3.1036,2.6615,0.117,1.3481,0.065,0.0087,2.0026,0.0347,0.013,0.0087,3.1253,0.7109,0.0087,0.0043,0.0217,0.3641,0.0217,0.0997,0.065,0.0043,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-11-17 12:30:12,0.0043,1.0569,0.0086,1.8118,0.0173,1.3976,0.0173,0.0173,2.8945,0.0129,0.3925,0.2373,0.22,0.0259,0.1078,0.151,3.8478,0.0216,0.0259,0.2459,1.3416,1.2121,0.0345,1.4796,2.9161,0.5306,0.1035,0.3149,0.2071,0.0129,0.0992,0.0173,0.0302,0.082,0.0388,0.0518,0.0302,1.3459,6.738,4.0376,0.0043,0.138,0.0561,0.0129,1.2121,0.1725,1.2682,1.2553,1.54,0.0561,0.0216,0.0173,0.0173,1.3761,0.289,1.1129,2.1482,0.0043,1.6004,1.6435,0.0259,1.1302,7.0141,1.1302,0.0043,0.0475,1.2682,0.1208,0.6729,3.1792,4.1325,0.0086,0.0129,0.1941,0.0647,1.2725,1.182,0.0647,8.5756,0.0043,0.0604,0.1251,0.0086,1.2208,0.4874,1.5874,0.0173,0.0431,5.0815,0.2588,0.1208,0.0086,3.1015,2.6615,0.1208,1.3459,0.0647,0.0086,2.0016,0.0345,0.0129,0.0086,3.1274,0.7118,0.0086,0.0043,0.0216,0.3624,0.0216,0.1035,0.0647,0.0043,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-11-17 12:45:09,0.0043,1.0578,0.0086,1.8134,0.0173,1.3989,0.0173,0.0173,2.8928,0.013,0.3929,0.2375,0.2202,0.0259,0.1079,0.1511,3.847,0.0216,0.0259,0.2461,1.3428,1.2132,0.0345,1.4766,2.9187,0.5311,0.1036,0.3152,0.2072,0.013,0.0993,0.0173,0.0302,0.082,0.0389,0.0518,0.0302,1.3471,6.7398,4.037,0.0043,0.1382,0.0561,0.013,1.2089,0.1727,1.2694,1.2521,1.5414,0.0561,0.0216,0.0173,0.0173,1.3773,0.2893,1.1139,2.1502,0.0043,1.6018,1.645,0.0259,1.1312,7.0118,1.1312,0.0043,0.0475,1.2651,0.1166,0.6735,3.1778,4.1276,0.0086,0.013,0.1943,0.0648,1.2737,1.183,0.0648,8.5748,0.0043,0.0604,0.1252,0.0086,1.2219,0.4836,1.5889,0.0173,0.0432,5.0818,0.2591,0.1209,0.0086,3.1,2.664,0.1209,1.3471,0.0648,0.0086,1.9991,0.0345,0.013,0.0086,3.1259,0.7124,0.0086,0.0043,0.0216,0.3627,0.0216,0.1036,0.0648,0.0043,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-11-17 13:00:12,0.0043,1.0585,0.0086,1.8146,0.0173,1.3998,0.0173,0.0173,2.8903,0.013,0.3932,0.2376,0.2203,0.0259,0.108,0.1512,3.8495,0.0216,0.0259,0.2463,1.3436,1.214,0.0346,1.4776,2.9163,0.5314,0.1037,0.3154,0.2074,0.013,0.0994,0.0173,0.0302,0.0821,0.0389,0.0518,0.0302,1.3436,6.7398,4.0396,0.0043,0.1383,0.0562,0.013,1.2097,0.1728,1.2702,1.2529,1.5381,0.0562,0.0216,0.0173,0.0173,1.3782,0.2895,1.1147,2.1472,0.0043,1.6029,1.6461,0.0259,1.1276,7.012,1.1319,0.0043,0.0475,1.2659,0.1167,0.6697,3.1755,4.1303,0.0086,0.013,0.1944,0.0648,1.2745,1.1838,0.0648,8.576,0.0043,0.0605,0.1253,0.0086,1.2184,0.4839,1.5899,0.0173,0.0432,5.0808,0.2592,0.121,0.0086,3.102,2.6614,0.121,1.348,0.0648,0.0086,2.0003,0.0346,0.013,0.0086,3.1236,0.7129,0.0086,0.0043,0.0216,0.3629,0.0216,0.1037,0.0648,0.0043,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-11-17 13:15:10,0.0043,1.059,0.0086,1.8154,0.0173,1.3961,0.0173,0.0173,2.8916,0.013,0.389,0.2377,0.2204,0.0259,0.1081,0.1513,3.8468,0.0216,0.0259,0.2464,1.3442,1.2146,0.0346,1.4782,2.9175,0.5316,0.1037,0.3155,0.2075,0.013,0.0994,0.0173,0.0303,0.0821,0.0389,0.0519,0.0303,1.3442,6.7384,4.037,0.0043,0.1383,0.0562,0.013,1.2102,0.1729,1.2707,1.2535,1.5387,0.0562,0.0216,0.0173,0.0173,1.3788,0.2896,1.1151,2.1482,0.0043,1.6036,1.6425,0.0259,1.1281,7.0107,1.1324,0.0043,0.0475,1.2664,0.1167,0.67,3.1769,4.1321,0.0086,0.013,0.1945,0.0648,1.2751,1.1843,0.0648,8.5754,0.0043,0.0605,0.1253,0.0086,1.2189,0.4841,1.5863,0.0173,0.0432,5.083,0.2593,0.121,0.0086,3.1034,2.6625,0.121,1.3442,0.0648,0.0086,2.0012,0.0346,0.013,0.0086,3.125,0.7132,0.0086,0.0043,0.0216,0.3631,0.0216,0.1037,0.0648,0.0043,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-11-17 13:30:14,0.0043,1.0562,0.0087,1.8124,0.0174,1.3995,0.0174,0.0174,2.8946,0.013,0.3912,0.239,0.2173,0.0261,0.1087,0.1521,3.8465,0.0217,0.0261,0.2477,1.343,1.2126,0.0348,1.4777,2.9164,0.5303,0.1043,0.3173,0.2086,0.013,0.0956,0.0174,0.0304,0.0826,0.0391,0.0522,0.0304,1.3474,6.7411,4.0377,0.0043,0.1391,0.0565,0.013,1.2126,0.1739,1.2691,1.2517,1.5386,0.0565,0.0217,0.0174,0.0174,1.3778,0.2869,1.1127,2.1471,0.0043,1.6038,1.6429,0.0261,1.13,7.015,1.13,0.0043,0.0478,1.2648,0.1174,0.6737,3.1772,4.1333,0.0087,0.013,0.1956,0.0652,1.2735,1.1822,0.0652,8.5753,0.0043,0.0608,0.1217,0.0087,1.2213,0.4868,1.5864,0.0174,0.0435,5.0808,0.2608,0.1174,0.0087,3.1033,2.6643,0.1174,1.3474,0.0652,0.0087,1.9993,0.0348,0.013,0.0087,3.125,0.7128,0.0087,0.0043,0.0217,0.3607,0.0217,0.1,0.0652,0.0043,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-11-17 13:45:12,0.0044,1.0578,0.0087,1.814,0.0175,1.3987,0.0131,0.0175,2.8936,0.0131,0.389,0.2404,0.2186,0.0262,0.1093,0.153,3.8465,0.0219,0.0262,0.2448,1.3419,1.2151,0.035,1.4774,2.9198,0.5289,0.1049,0.3147,0.2054,0.0131,0.0962,0.0175,0.0306,0.083,0.0393,0.0525,0.0306,1.3463,6.7401,4.0388,0.0044,0.1355,0.0568,0.0131,1.2108,0.1748,1.2676,1.2545,1.5386,0.0568,0.0219,0.0175,0.0175,1.3769,0.2885,1.1146,2.1505,0.0044,1.6042,1.6435,0.0262,1.1277,7.0111,1.1321,0.0044,0.0481,1.2676,0.118,0.6731,3.1777,4.1306,0.0087,0.0131,0.1923,0.0612,1.2763,1.1845,0.0656,8.5759,0.0044,0.0612,0.1224,0.0087,1.2195,0.4852,1.5867,0.0175,0.0437,5.0835,0.2579,0.118,0.0087,3.1034,2.6619,0.118,1.3463,0.0656,0.0087,2.0019,0.035,0.0131,0.0087,3.1253,0.7125,0.0087,0.0044,0.0219,0.3628,0.0219,0.1005,0.0656,0.0044,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-11-17 14:00:08,0.0044,1.058,0.0088,1.8131,0.0176,1.396,0.0132,0.0176,2.893,0.0132,0.3907,0.2371,0.2195,0.0263,0.1098,0.1537,3.8456,0.022,0.0263,0.2458,1.3433,1.216,0.0351,1.4794,2.9194,0.5312,0.101,0.3161,0.2063,0.0132,0.0966,0.0176,0.0307,0.0834,0.0351,0.0527,0.0307,1.3477,6.7387,4.0388,0.0044,0.1361,0.0571,0.0132,1.2116,0.1712,1.2687,1.2512,1.5409,0.0571,0.022,0.0176,0.0176,1.3785,0.2897,1.1151,2.1467,0.0044,1.6024,1.6463,0.0263,1.1282,7.0108,1.1326,0.0044,0.0483,1.2643,0.1185,0.6717,3.1784,4.131,0.0088,0.0132,0.1932,0.0615,1.2731,1.1809,0.0659,8.5781,0.0044,0.0615,0.1229,0.0088,1.2204,0.4873,1.5892,0.0176,0.0439,5.0836,0.259,0.1185,0.0088,3.0993,2.6603,0.1185,1.3477,0.0659,0.0088,2.0018,0.0351,0.0132,0.0088,3.1257,0.7112,0.0088,0.0044,0.022,0.3644,0.022,0.101,0.0659,0.0044,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-11-17 14:15:12,0.0044,1.0586,0.0088,1.8129,0.0176,1.3983,0.0132,0.0176,2.8936,0.0132,0.3926,0.2382,0.2205,0.0265,0.1103,0.1544,3.8463,0.0221,0.0265,0.247,1.3409,1.213,0.0353,1.4777,2.9156,0.5293,0.1015,0.3176,0.2073,0.0132,0.097,0.0176,0.0309,0.0838,0.0353,0.0529,0.0309,1.3453,6.7399,4.036,0.0044,0.1367,0.0573,0.0132,1.213,0.172,1.2703,1.2527,1.5394,0.0573,0.0221,0.0176,0.0176,1.3762,0.2867,1.116,2.1481,0.0044,1.6012,1.6453,0.0265,1.1292,7.0134,1.1292,0.0044,0.0441,1.2659,0.1191,0.6705,3.1759,4.1286,0.0088,0.0132,0.1941,0.0618,1.2748,1.1821,0.0662,8.5748,0.0044,0.0618,0.1235,0.0088,1.2218,0.4852,1.5879,0.0176,0.0441,5.0814,0.2602,0.1191,0.0088,3.1009,2.6642,0.1191,1.3453,0.0662,0.0088,2.0026,0.0353,0.0132,0.0088,3.1273,0.7146,0.0088,0.0044,0.0221,0.3617,0.0221,0.1015,0.0662,0.0044,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-11-17 14:30:09,0.0044,1.0577,0.0088,1.8126,0.0176,1.3957,0.0132,0.0176,2.8923,0.0132,0.3906,0.237,0.2194,0.0263,0.1097,0.1536,3.849,0.0219,0.0263,0.2458,1.343,1.2157,0.0351,1.479,2.9186,0.5311,0.1009,0.316,0.2063,0.0132,0.0966,0.0176,0.0307,0.0834,0.0351,0.0527,0.0307,1.3474,6.7369,4.0377,0.0044,0.1361,0.0571,0.0132,1.2113,0.1712,1.2684,1.2552,1.5405,0.0571,0.0219,0.0176,0.0176,1.3781,0.2897,1.1148,2.1461,0.0044,1.6019,1.6458,0.0263,1.1279,7.0134,1.1323,0.0044,0.0483,1.2684,0.1185,0.6715,3.1775,4.1299,0.0088,0.0132,0.1931,0.0614,1.2728,1.1806,0.0658,8.5758,0.0044,0.0614,0.1229,0.0088,1.2201,0.4872,1.5888,0.0176,0.0439,5.0823,0.2589,0.1185,0.0088,3.1029,2.664,0.1185,1.3474,0.0658,0.0088,2.0013,0.0351,0.0132,0.0088,3.1249,0.711,0.0088,0.0044,0.0219,0.3643,0.0219,0.1009,0.0658,0.0044,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-11-17 14:45:13,0.0043,1.0564,0.0086,1.8154,0.0172,1.3971,0.0172,0.0172,2.8934,0.0129,0.3924,0.2372,0.2199,0.0259,0.1078,0.1509,3.8463,0.0216,0.0259,0.2458,1.341,1.216,0.0345,1.479,2.9192,0.5304,0.1035,0.3148,0.207,0.0129,0.0992,0.0172,0.0302,0.0819,0.0388,0.0517,0.0302,1.3453,6.7397,4.036,0.0043,0.138,0.0561,0.0129,1.2117,0.1725,1.2677,1.2548,1.5394,0.0561,0.0216,0.0172,0.0172,1.3798,0.2889,1.1125,2.1474,0.0043,1.6041,1.6429,0.0259,1.1297,7.0113,1.1297,0.0043,0.0474,1.2677,0.1207,0.6727,3.178,4.1309,0.0086,0.0129,0.194,0.0647,1.2764,1.1815,0.0647,8.5766,0.0043,0.0604,0.125,0.0086,1.2203,0.4873,1.5868,0.0172,0.0431,5.0839,0.2587,0.1207,0.0086,3.1003,2.6605,0.1207,1.3453,0.0647,0.0086,2.0008,0.0345,0.0129,0.0086,3.1262,0.7115,0.0086,0.0043,0.0216,0.3622,0.0216,0.1035,0.0647,0.0043,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-11-17 15:00:10,0.0039,1.0534,0.0078,1.7997,0.0194,1.3915,0.0155,0.0194,2.8764,0.0117,0.3887,0.2371,0.2177,0.0233,0.1088,0.1516,3.8248,0.0233,0.0272,0.2449,1.3371,1.2088,0.035,1.4693,2.9036,0.5286,0.1011,0.311,0.2021,0.0155,0.0972,0.0155,0.0311,0.0933,0.0389,0.0505,0.0311,1.3371,7.1209,4.0113,0.0039,0.136,0.0544,0.0117,1.1933,0.171,1.2633,1.2438,1.5315,0.0544,0.0194,0.0194,0.0194,1.3721,0.2876,1.1078,2.1339,0.0039,1.5937,1.6364,0.0272,1.1233,6.9654,1.1233,0.0039,0.0466,1.2594,0.1166,0.6686,3.1601,4.1629,0.0078,0.0155,0.1905,0.0622,1.2672,1.1778,0.0661,8.5319,0.0039,0.0583,0.1244,0.0078,1.2127,0.482,1.5781,0.0194,0.0428,5.0531,0.2565,0.1166,0.0078,3.0863,2.647,0.1166,1.3371,0.0661,0.0078,1.9862,0.035,0.0117,0.0078,3.0785,0.7074,0.0078,0.0039,0.0233,0.3615,0.0233,0.1011,0.07,0.0039,0.1322,0.0039,0.0,0.0,0.0,0.0,0.0
2025-11-17 15:15:15,0.0039,1.0521,0.0079,1.8019,0.0196,1.3897,0.0157,0.0196,2.8776,0.0118,0.3886,0.2355,0.2159,0.0236,0.1099,0.1531,3.8276,0.0236,0.0275,0.2434,1.3347,1.2091,0.0353,1.4721,2.9011,0.526,0.1021,0.3141,0.2041,0.0157,0.0981,0.0157,0.0314,0.0942,0.0353,0.051,0.0275,1.3347,7.1213,4.0121,0.0039,0.1335,0.055,0.0118,1.1934,0.1688,1.2602,1.2445,1.531,0.055,0.0196,0.0196,0.0196,1.3701,0.2866,1.1071,2.1356,0.0039,1.5938,1.637,0.0275,1.1228,6.9682,1.1267,0.0039,0.0471,1.2602,0.1178,0.6674,3.1602,4.1613,0.0079,0.0118,0.1924,0.0628,1.268,1.1777,0.0667,8.5345,0.0039,0.0589,0.1217,0.0079,1.213,0.4829,1.5781,0.0196,0.0432,5.0563,0.2591,0.1178,0.0079,3.0856,2.6459,0.1178,1.3387,0.0628,0.0079,1.9864,0.0314,0.0118,0.0079,3.0817,0.7066,0.0079,0.0039,0.0236,0.3612,0.0236,0.1021,0.0667,0.0039,0.1295,0.0039,0.0,0.0,0.0,0.0,0.0
2025-11-17 15:30:11,0.004,1.0513,0.0079,1.801,0.0198,1.3884,0.0159,0.0198,2.8761,0.0119,0.3888,0.238,0.2142,0.0238,0.1071,0.1507,3.8281,0.0238,0.0278,0.246,1.3369,1.206,0.0357,1.4718,2.9038,0.5276,0.1031,0.3134,0.2023,0.0159,0.0952,0.0159,0.0317,0.0952,0.0357,0.0516,0.0278,1.3369,7.1168,4.0106,0.004,0.1349,0.0555,0.0119,1.1941,0.1706,1.2615,1.2456,1.5313,0.0555,0.0198,0.0198,0.0198,1.3686,0.2856,1.1068,2.1342,0.004,1.5947,1.6344,0.0238,1.1227,6.97,1.1266,0.004,0.0476,1.2575,0.119,0.6665,3.1617,4.1653,0.0079,0.0119,0.1944,0.0635,1.2655,1.1742,0.0635,8.533,0.004,0.0595,0.123,0.0079,1.2139,0.484,1.5789,0.0198,0.0436,5.054,0.2579,0.119,0.0079,3.0863,2.646,0.119,1.3408,0.0635,0.0079,1.9875,0.0317,0.0119,0.0079,3.0824,0.7061,0.0079,0.004,0.0198,0.361,0.0238,0.1031,0.0674,0.004,0.1309,0.004,0.0,0.0,0.0,0.0,0.0
2025-11-17 15:45:08,0.0039,1.0501,0.0079,1.8002,0.0197,1.3897,0.0158,0.0197,2.878,0.0118,0.3908,0.2369,0.2171,0.0237,0.1066,0.15,3.8255,0.0237,0.0276,0.2448,1.3344,1.2081,0.0355,1.4726,2.9017,0.5251,0.1026,0.3119,0.2053,0.0158,0.0987,0.0158,0.0316,0.0947,0.0355,0.0513,0.0276,1.3383,7.118,4.0111,0.0039,0.1342,0.0553,0.0118,1.1923,0.1698,1.2633,1.2436,1.5318,0.0553,0.0197,0.0197,0.0197,1.3699,0.2842,1.1094,2.1319,0.0039,1.5949,1.6344,0.0237,1.1251,6.968,1.1251,0.0039,0.0474,1.2594,0.1184,0.6672,3.1623,4.1611,0.0079,0.0118,0.1934,0.0632,1.2673,1.1765,0.0671,8.5353,0.0039,0.0592,0.1224,0.0079,1.2159,0.4816,1.5792,0.0197,0.0434,5.0572,0.2566,0.1184,0.0079,3.0872,2.6451,0.1184,1.3383,0.0632,0.0079,1.9897,0.0316,0.0118,0.0079,3.0833,0.7067,0.0079,0.0039,0.0197,0.3593,0.0237,0.1026,0.0671,0.0039,0.1303,0.0039,0.0,0.0,0.0,0.0,0.0
2025-11-17 16:00:14,0.004,1.0536,0.008,1.8011,0.0199,1.3916,0.0159,0.0199,2.8786,0.0119,0.3896,0.2386,0.2147,0.0239,0.1074,0.1511,3.8249,0.0239,0.0278,0.2465,1.3359,1.2087,0.0358,1.4711,2.9025,0.5288,0.1034,0.3141,0.2028,0.0159,0.0954,0.0159,0.0318,0.0954,0.0358,0.0517,0.0278,1.3359,7.117,4.0118,0.004,0.1352,0.0557,0.0119,1.1928,0.171,1.2604,1.2445,1.5308,0.0557,0.0199,0.0199,0.0199,1.3717,0.2863,1.1093,2.1351,0.004,1.5944,1.6341,0.0239,1.1252,6.9659,1.1252,0.004,0.0477,1.2604,0.1193,0.668,3.1609,4.1629,0.008,0.0119,0.1908,0.0636,1.2683,1.1769,0.0636,8.5325,0.004,0.0596,0.1233,0.008,1.2127,0.4811,1.5785,0.0199,0.0437,5.0535,0.2584,0.1193,0.008,3.0854,2.644,0.1153,1.3399,0.0636,0.008,1.988,0.0318,0.0119,0.008,3.0814,0.7077,0.008,0.004,0.0199,0.3618,0.0199,0.0994,0.0676,0.004,0.1312,0.004,0.0,0.0,0.0,0.0,0.0
2025-11-17 16:15:09,0.004,1.0529,0.008,1.8015,0.02,1.3892,0.016,0.02,2.8784,0.012,0.3883,0.2362,0.2162,0.024,0.1081,0.1521,3.8272,0.024,0.028,0.2442,1.3371,1.209,0.036,1.4692,2.9024,0.5284,0.1001,0.3123,0.2042,0.016,0.0961,0.016,0.032,0.0961,0.036,0.052,0.028,1.3371,7.118,4.0114,0.004,0.1361,0.056,0.012,1.193,0.1721,1.2611,1.245,1.5333,0.056,0.02,0.02,0.02,1.3692,0.2842,1.1089,2.1338,0.004,1.5933,1.6374,0.024,1.1249,6.9659,1.1249,0.004,0.044,1.2611,0.1161,0.6686,3.1587,4.1635,0.008,0.012,0.1922,0.0641,1.2651,1.177,0.0641,8.5312,0.004,0.0601,0.1241,0.008,1.213,0.4844,1.5813,0.02,0.044,5.0562,0.2562,0.1161,0.008,3.0866,2.6462,0.1161,1.3371,0.0641,0.008,1.9857,0.032,0.012,0.008,3.0826,0.7086,0.008,0.004,0.02,0.3603,0.02,0.1001,0.0681,0.004,0.1321,0.004,0.0,0.0,0.0,0.0,0.0
2025-11-17 16:30:13,0.004,1.0531,0.008,1.803,0.0199,1.3921,0.016,0.0199,2.8759,0.012,0.3869,0.2353,0.2154,0.0239,0.1077,0.1516,3.8253,0.0239,0.0279,0.2433,1.3363,1.2086,0.0359,1.4719,2.9039,0.5265,0.0997,0.3111,0.2034,0.016,0.0957,0.016,0.0319,0.0957,0.0359,0.0519,0.0279,1.3363,7.1161,4.0128,0.004,0.1356,0.0558,0.012,1.1927,0.1715,1.2605,1.2445,1.5317,0.0558,0.0199,0.0199,0.0199,1.3722,0.2872,1.1089,2.134,0.004,1.5955,1.6354,0.0239,1.1249,6.9685,1.1249,0.004,0.0479,1.2605,0.1197,0.6701,3.1592,4.1643,0.008,0.012,0.1915,0.0638,1.2684,1.1767,0.0638,8.5321,0.004,0.0598,0.1237,0.008,1.2126,0.4826,1.5796,0.0199,0.0439,5.0538,0.2593,0.1197,0.008,3.0874,2.6446,0.1157,1.3402,0.0638,0.008,1.9864,0.0319,0.012,0.008,3.0794,0.706,0.008,0.004,0.0199,0.359,0.0199,0.0997,0.0678,0.004,0.1316,0.004,0.0,0.0,0.0,0.0,0.0
2025-11-17 16:45:11,0.004,1.0536,0.008,1.7998,0.02,1.3888,0.016,0.02,2.8773,0.012,0.3871,0.2355,0.2155,0.0239,0.1078,0.1516,3.8271,0.0239,0.0279,0.2434,1.3369,1.2092,0.0359,1.4726,2.9013,0.5268,0.0998,0.3113,0.2035,0.016,0.0958,0.016,0.0319,0.0958,0.0359,0.0519,0.0279,1.3369,7.1195,4.0107,0.004,0.1357,0.0559,0.012,1.1932,0.1716,1.2611,1.2451,1.5324,0.0559,0.02,0.02,0.02,1.3688,0.2873,1.1094,2.135,0.004,1.5923,1.6362,0.0239,1.1254,6.9678,1.1254,0.004,0.0479,1.2611,0.1197,0.6665,3.1607,4.1623,0.008,0.012,0.1916,0.0639,1.2651,1.1773,0.0639,8.5322,0.004,0.0599,0.1237,0.008,1.2132,0.4829,1.5803,0.02,0.0439,5.0563,0.2594,0.1197,0.008,3.0848,2.6459,0.1157,1.3409,0.0639,0.008,1.9874,0.0319,0.012,0.008,3.0809,0.7064,0.008,0.004,0.02,0.3592,0.02,0.0998,0.0678,0.004,0.1317,0.004,0.0,0.0,0.0,0.0,0.0
